Filepath,Class
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_348.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/NBR001.2021-06-28.001.C1+L1_2195.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_8.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_109.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_38.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_16.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/NBR001.2021-06-28.001.C1+L1_20059.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_219.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_543.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_92.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_43.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_350.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_133.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_426.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_15.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_502.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_8.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_529.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN023.2019-12-07.001.A1+A1_67.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_84.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_357.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_693.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/CBR001.2021-05-10.001.B1+F1_6283.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/NBR001.2021-06-28.001.C1+L1_11064.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_12.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_1.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_116.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_111.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_372.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_404.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_72.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_6.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_233.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_347.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_52.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_466.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_40.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_512.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_55.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_679.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_593.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_391.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_12.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_29.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/NBR001.2021-06-28.001.C1+L1_13994.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/CBR001.2021-05-10.001.B1+F1_9547.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_677.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_101.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_560.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_27.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_35.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_365.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_20.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_241.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN023.2019-12-07.001.A1+A1_55.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_123.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_93.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_629.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_776.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_9.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_17.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/CBR001.2021-05-10.001.B1+F1_5091.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_620.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_443.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/NBR001.2021-06-28.001.C1+L1_14965.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_492.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_211.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_704.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_365.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_398.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_349.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_216.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_495.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_357.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/CBR001.2021-05-10.001.B1+F1_5124.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_579.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_79.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_42.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_86.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/CBR001.2021-05-10.001.B1+F1_5776.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_164.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_612.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_57.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_45.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_350.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_39.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN023.2019-12-07.001.A1+A1_3.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_133.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/NBR001.2021-06-28.001.C1+L1_3455.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_792.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_37.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_111.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_570.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/NBR001.2021-06-28.001.C1+L1_18994.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_404.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/NBR001.2021-06-28.001.C1+L1_8678.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_30.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_116.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_905.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_403.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_325.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_146.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_251.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/NBR001.2021-06-28.001.C1+L1_2384.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_34.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_21.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_99.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_334.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_100.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/CBR001.2021-05-10.001.B1+F1_4941.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_26.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_41.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_54.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_28.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_232.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_346.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_460.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_46.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_53.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_373.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_73.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_257.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_7.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_526.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_147.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_74.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_308.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_117.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_576.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_374.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_528.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_85.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_554.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_356.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_585.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_13.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_553.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR001.2020-06-25.009.A1+A1_132.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_14.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/BCR002.2020-06-25.009.A1+A1_209.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp1/FBN027.2019-12-07.001.A1+A1_9.jpg,Flagellates spp1
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp2/BCR002.2020-06-25.009.A1+A1_592.jpg,Flagellates spp2
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp2/CBR001.2021-04-26.003.B1+L1_3123.jpg,Flagellates spp2
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp2/CBR001.2020-03-11.001.B1+F1_5150.jpg,Flagellates spp2
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp2/NBR001.2021-06-28.001.C1+L1_5177.jpg,Flagellates spp2
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp2/BCR002.2020-06-25.009.A1+A1_34.jpg,Flagellates spp2
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp2/CBR001.2021-04-26.003.B1+L1_3594.jpg,Flagellates spp2
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp2/CBR001.2021-05-10.001.B1+F1_1270.jpg,Flagellates spp2
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp2/BCR002.2020-06-25.009.A1+A1_595.jpg,Flagellates spp2
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp2/NBR001.2020-06-08.001.B1+F1_7703.jpg,Flagellates spp2
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp2/CBR001.2021-05-10.001.B1+F1_1749.jpg,Flagellates spp2
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp2/BCR002.2020-06-25.009.A1+A1_48.jpg,Flagellates spp2
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp2/NBR001.2021-06-28.001.C1+L1_5757.jpg,Flagellates spp2
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp2/CBR001.2020-01-10.001.B1+F1_5582.jpg,Flagellates spp2
/DATA_init/plankton_datasets/MicroS/Incertae sedis/Flagellata incertae sedis/Flagellates/Flagellates spp2/CBR001.2020-03-11.001.B1+F1_741.jpg,Flagellates spp2
