Filepath,Class
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_1666.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB089.2020-02-06.005.A1+A1_18226.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_1904.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_952.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_27701.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-20-19.032.T1+F1_16.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_8570.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_5047.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-20-19.045.T1+F1_19.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_2276.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-20-19.032.T1+F1_51.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_27786.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_3681.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_9038.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_9593.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_28681.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_1722.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB081.2019-12-04.001.A1+A1_4400.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_702.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_3094.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_1139.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_7116.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_6672.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB068.2019-11-18.001.A1+A1_55241.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_9392.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_968.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_210.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB068.2019-11-18.001.A1+A1_28981.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB068.2019-11-18.001.A1+A1_18721.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_7019.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_3377.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB081.2019-12-04.001.A1+A1_2646.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB077.2019-12-02.001.A1+A1_1018.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_5531.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_11842.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_19659.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_1667.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_3132.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_526.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB068.2019-11-18.001.A1+A1_22396.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_528.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-20-19.015.T1+F1_513.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_9956.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB077.2019-12-02.001.A1+A1_2321.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_1172.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_189.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_3310.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_3655.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB068.2019-11-18.001.A1+A1_17761.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB077.2019-12-02.001.A1+A1_782.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_1910.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_2052.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_680.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_11108.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB068.2019-11-18.001.A1+A1_47740.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_9467.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_1214.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_798.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB077.2019-12-02.001.A1+A1_781.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_1430.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_822.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-20-19.015.T1+F1_534.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_29060.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_919.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_8907.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_1462.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-20-19.015.T1+F1_29.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB081.2019-12-04.001.A1+A1_3231.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB068.2019-11-18.001.A1+A1_24277.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_11380.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_8295.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB068.2019-11-18.001.A1+A1_50388.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_2646.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_7854.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_5565.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_3617.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-20-19.032.T1+F1_31.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB068.2019-11-18.001.A1+A1_23493.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_7328.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB081.2019-12-04.001.A1+A1_4019.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB081.2019-12-04.001.A1+A1_2362.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_7486.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_28380.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_13236.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_4222.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_1869.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_291.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB068.2019-11-18.001.A1+A1_1295.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_9767.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-20-19.032.T1+F1_15.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-20-19.032.T1+F1_12.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_5623.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_2452.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB075.2019-11-26.001.A1+A1_1935.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_11710.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/CBR001.2020-11-10.001.A1+L1_6205.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina fusus/FVB068.2019-11-18.001.A1+A1_38297.jpg,Tiarina fusus
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.015.T1+F1_496.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.045.T1+F1_718.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.015.T1+F1_840.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_320.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_315.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_292.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_142.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-11-10.001.A1+L1_1230.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_93.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.015.T1+F1_292.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.045.T1+F1_533.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_77.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.045.T1+F1_810.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_242.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.045.T1+F1_331.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-11-10.001.A1+L1_2398.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.045.T1+F1_606.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_202.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.045.T1+F1_407.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_326.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.045.T1+F1_719.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.045.T1+F1_243.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_268.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.015.T1+F1_237.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_143.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.045.T1+F1_380.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_132.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_250.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.015.T1+F1_771.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.045.T1+F1_785.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_123.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_206.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.045.T1+F1_133.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_273.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_97.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.015.T1+F1_531.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.015.T1+F1_793.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_110.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-11-10.001.A1+L1_23702.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_57.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_296.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Ciliophora/Oligotrichea/Prostomatea/Tiarina/Tiarina sp/CBR001.2020-20-19.032.T1+F1_181.jpg,Tiarina sp
/DATA_init/plankton_datasets/MicroL/Microplankton/Incertae sedis/Undetermined non-diatom/Lprotists/CBR001.2020-11-10.001.A1+L1_22336.jpg,Lprotists
/DATA_init/plankton_datasets/MicroL/Microplankton/Incertae sedis/Undetermined non-diatom/Lprotists/CBR001.2020-11-10.001.A1+L1_4965.jpg,Lprotists
/DATA_init/plankton_datasets/MicroL/Microplankton/Incertae sedis/Undetermined non-diatom/Lprotists/CBR001.2020-11-10.001.A1+L1_9497.jpg,Lprotists
/DATA_init/plankton_datasets/MicroL/Microplankton/Incertae sedis/Undetermined non-diatom/Lprotists/CBR001.2020-11-10.001.A1+L1_22518.jpg,Lprotists
